Dates,Index
Oct-29-2020,5581.75
Oct-30-2020,5577.27
Nov-02-2020,5654.97
Nov-03-2020,5786.77
Nov-04-2020,5883.26
Nov-05-2020,5906.18
Nov-06-2020,5910.02
Nov-09-2020,6186.29
Nov-10-2020,6296.85
Nov-11-2020,6382.1
Nov-12-2020,6338.94
Nov-13-2020,6316.39
Nov-16-2020,6421.29
Nov-17-2020,6365.33
Nov-18-2020,6385.24
Nov-19-2020,6334.35
Nov-20-2020,6351.45
Nov-23-2020,6333.84
Nov-24-2020,6432.17
Nov-25-2020,6391.09
Nov-26-2020,6362.93
Nov-27-2020,6367.58
Nov-30-2020,6266.19
