Dates, Index
Nov-13-2020,3310.1
Nov-16-2020,3346.97
Nov-17-2020,3339.9
Nov-18-2020,3347.3
Nov-19-2020,3363.09
Nov-20-2020,3377.73
Nov-23-2020,3414.49
Nov-24-2020,3402.82
Nov-25-2020,3362.33
Nov-26-2020,3369.73
Nov-27-2020,3408.31
Nov-30-2020,3391.76
Dec-01-2020,3451.94
