Dates,Index
Oct-30-2020,10911.59
Nov-02-2020,10957.61
Nov-03-2020,11160.57
Nov-04-2020,11590.78
Nov-05-2020,11890.93
Nov-06-2020,11895.23
Nov-09-2020,11713.78
Nov-10-2020,11553.86
Nov-11-2020,11786.43
Nov-12-2020,11709.59
Nov-13-2020,11829.29
Nov-16-2020,11924.13
Nov-17-2020,11899.34
Nov-18-2020,11801.6
Nov-19-2020,11904.71
Nov-20-2020,11854.97
Nov-23-2020,11880.63
Nov-24-2020,12036.79
Nov-25-2020,12094.4
Nov-27-2020,12205.85
Nov-30-2020,12198.74
